transaction_id,customer_id,transaction_date,transaction_type,payment_method,channel,transaction_amount,fee_amount,transaction_status
TXN00073585,CUST010313,2024-11-30,Mobile Top-up,Debit Card,Mobile App,1262.8,3.65,Completed
TXN00074152,CUST005932,2024-11-30,Bill Payment,Debit Card,POS,7559.97,49.65,Completed
TXN00074318,CUST003140,2024-11-30,Card Purchase,Debit Card,Web,2390.49,18.58,Completed
TXN00074476,CUST001301,2024-11-30,Bank Transfer,QR Payment,Mobile App,27955.76,125.28,Completed
TXN00074480,CUST007298,2024-11-30,Card Purchase,Debit Card,ATM,4521.16,36.98,Completed
TXN00074757,CUST001349,2024-11-30,Mobile Top-up,Bank Transfer,Web,3868.67,0.0,Failed
TXN00076145,CUST009398,2024-11-30,Card Purchase,Debit Card,Mobile App,5501.91,50.98,Completed
TXN00076904,CUST001240,2024-11-30,Mobile Top-up,Mobile Wallet,POS,1233.66,0.0,Failed
TXN00077751,CUST010202,2024-11-30,Mobile Top-up,Bank Transfer,Mobile App,3351.04,10.45,Completed
TXN00078636,CUST008058,2024-11-30,Card Purchase,Credit Card,Mobile App,6060.0,0.0,Failed
TXN00078970,CUST002644,2024-11-30,Bill Payment,Bank Transfer,Mobile App,1758.83,11.42,Completed
TXN00079867,CUST005183,2024-11-30,Bill Payment,Credit Card,ATM,13619.87,64.31,Completed
TXN00081824,CUST006221,2024-11-30,Online Payment,Mobile Wallet,Mobile App,27172.33,247.27,Completed
TXN00081887,CUST002911,2024-11-30,Card Purchase,Bank Transfer,Web,3193.56,23.75,Completed
TXN00085831,CUST010610,2024-11-30,Card Purchase,Credit Card,Mobile App,9022.5,61.65,Completed
TXN00086133,CUST001609,2024-11-30,Bill Payment,Debit Card,Branch,7973.63,39.93,Completed
TXN00086437,CUST011733,2024-11-30,Card Purchase,Mobile Wallet,ATM,7720.55,77.3,Completed
TXN00088027,CUST010080,2024-11-30,Bill Payment,Credit Card,POS,4552.38,21.79,Completed
TXN00088464,CUST005750,2024-11-30,Card Purchase,Debit Card,POS,8844.05,92.0,Completed
TXN00089604,CUST011824,2024-11-30,Bill Payment,Debit Card,Mobile App,3676.67,21.53,Completed
TXN00090423,CUST001677,2024-11-30,Bank Transfer,Bank Transfer,ATM,17427.47,82.24,Completed
TXN00091446,CUST007376,2024-11-30,Bank Transfer,Debit Card,Mobile App,22038.47,0.0,Failed
TXN00092195,CUST002127,2024-11-30,Card Purchase,Debit Card,Mobile App,5846.96,48.09,Completed
TXN00092336,CUST003798,2024-11-30,Mobile Top-up,Credit Card,POS,1829.5,5.39,Completed
TXN00094024,CUST011609,2024-11-30,Mobile Top-up,Credit Card,POS,2459.56,8.2,Completed
TXN00095439,CUST000153,2024-11-30,Mobile Top-up,Mobile Wallet,Mobile App,3197.74,11.22,Completed
TXN00095557,CUST011172,2024-11-30,Cash Withdrawal,Mobile Wallet,Mobile App,35273.49,364.04,Completed
TXN00096131,CUST004968,2024-11-30,Cash Withdrawal,Debit Card,Mobile App,2971.54,33.38,Completed
TXN00098036,CUST004818,2024-11-30,Mobile Top-up,Bank Transfer,Mobile App,1478.3,3.86,Completed
TXN00098851,CUST005371,2024-11-30,Bank Transfer,Credit Card,Web,14454.78,61.83,Completed
TXN00099280,CUST003864,2024-11-30,Card Purchase,Bank Transfer,POS,5465.8,43.47,Completed
TXN00099518,CUST002117,2024-11-30,Card Purchase,Bank Transfer,POS,7518.79,71.65,Completed
TXN00100724,CUST007048,2024-11-30,Card Purchase,Mobile Wallet,Mobile App,11706.62,92.91,Completed
TXN00101337,CUST003143,2024-11-30,Bill Payment,Credit Card,POS,3349.46,15.86,Completed
TXN00101953,CUST009764,2024-11-30,Mobile Top-up,Debit Card,Mobile App,1492.04,4.92,Completed
TXN00102424,CUST011485,2024-11-30,Cash Withdrawal,QR Payment,Mobile App,7625.2,80.51,Completed
TXN00102556,CUST010428,2024-11-30,Card Purchase,Mobile Wallet,ATM,4609.82,48.13,Completed
TXN00104736,CUST007515,2024-11-30,Card Purchase,Credit Card,Mobile App,5256.52,45.06,Completed
TXN00105336,CUST009733,2024-11-30,Mobile Top-up,Debit Card,POS,3334.8,10.72,Completed
TXN00108053,CUST000712,2024-11-30,Card Purchase,Mobile Wallet,POS,6064.26,51.74,Completed
TXN00109365,CUST008499,2024-11-30,Online Payment,QR Payment,Mobile App,5646.17,56.97,Completed
TXN00109382,CUST003632,2024-11-30,Cash Withdrawal,Credit Card,Branch,23158.74,212.92,Completed
TXN00110757,CUST000744,2024-11-30,Card Purchase,Debit Card,Web,3509.77,26.92,Completed
TXN00111803,CUST009759,2024-11-30,Card Purchase,Debit Card,Mobile App,11552.23,81.02,Completed
TXN00112120,CUST009217,2024-11-30,Bill Payment,Mobile Wallet,POS,28034.31,168.67,Completed
TXN00112449,CUST008959,2024-11-30,Bank Transfer,Mobile Wallet,POS,22600.91,87.79,Completed
TXN00112713,CUST001432,2024-11-30,Cash Withdrawal,Mobile Wallet,Branch,19562.79,228.96,Completed
TXN00113540,CUST003014,2024-11-30,Card Purchase,Credit Card,Branch,5133.62,34.98,Completed
TXN00115287,CUST004314,2024-11-30,Bank Transfer,Debit Card,Web,68052.62,204.45,Completed
TXN00116036,CUST006498,2024-11-30,Card Purchase,Mobile Wallet,Mobile App,8626.66,90.22,Completed
TXN00116305,CUST010125,2024-11-30,Card Purchase,Debit Card,Mobile App,11842.72,0.0,Failed
TXN00116416,CUST011754,2024-11-30,Card Purchase,Mobile Wallet,Web,4120.5,44.02,Completed
TXN00118453,CUST002976,2024-11-30,Bill Payment,Debit Card,POS,2769.57,14.58,Completed
TXN00118855,CUST007321,2024-11-30,Mobile Top-up,Credit Card,POS,2320.51,6.71,Completed
TXN00119287,CUST006108,2024-11-30,Bank Transfer,Debit Card,Web,15529.84,69.03,Completed
TXN00119695,CUST000696,2024-11-30,Online Payment,Debit Card,Web,8825.46,77.41,Completed
TXN00120804,CUST000111,2024-11-30,Bank Transfer,Credit Card,POS,50838.23,167.14,Completed
TXN00120959,CUST008444,2024-11-30,Bank Transfer,Bank Transfer,ATM,71621.91,294.08,Completed
TXN00121311,CUST004021,2024-11-30,Online Payment,Debit Card,Web,14307.69,156.88,Completed
TXN00121690,CUST005345,2024-11-30,Card Purchase,Debit Card,Web,4705.04,39.67,Completed
TXN00121692,CUST005423,2024-11-30,Bank Transfer,Debit Card,Branch,30694.11,99.11,Completed
TXN00122107,CUST008404,2024-11-30,Card Purchase,Debit Card,Mobile App,25803.54,188.05,Completed
TXN00122142,CUST000846,2024-11-30,Card Purchase,Mobile Wallet,POS,7586.84,70.74,Completed
TXN00122185,CUST008723,2024-11-30,Bank Transfer,Debit Card,POS,28831.79,111.31,Completed
TXN00123039,CUST000776,2024-11-30,Bank Transfer,Debit Card,POS,12511.28,41.97,Completed
TXN00126760,CUST007385,2024-11-30,Card Purchase,Mobile Wallet,ATM,8395.07,62.66,Completed
TXN00127399,CUST009689,2024-11-30,Bill Payment,Mobile Wallet,Web,7987.09,37.37,Completed
TXN00127443,CUST004291,2024-11-30,Online Payment,Bank Transfer,Web,15243.51,159.18,Completed
TXN00128318,CUST005925,2024-11-30,Online Payment,Bank Transfer,Mobile App,10124.14,78.35,Completed
TXN00129419,CUST000767,2024-11-30,Cash Withdrawal,Mobile Wallet,Mobile App,21152.09,253.7,Completed
TXN00130273,CUST009841,2024-11-30,Card Purchase,QR Payment,POS,7636.62,52.05,Completed
TXN00130480,CUST005771,2024-11-30,Bank Transfer,Debit Card,Web,16726.88,66.8,Completed
TXN00131119,CUST000958,2024-11-30,Bill Payment,Credit Card,POS,2908.05,19.69,Completed
TXN00131806,CUST001232,2024-11-30,Bank Transfer,Mobile Wallet,Mobile App,291646.7,938.69,Completed
TXN00133010,CUST009331,2024-11-30,Bill Payment,Debit Card,Mobile App,14665.87,69.85,Completed
TXN00134907,CUST002050,2024-11-30,Card Purchase,Mobile Wallet,Mobile App,32673.96,264.76,Completed
TXN00135332,CUST004006,2024-11-30,Card Purchase,Debit Card,Web,19877.83,145.87,Completed
TXN00135607,CUST006584,2024-11-30,Mobile Top-up,Credit Card,Mobile App,1031.39,2.34,Completed
TXN00136596,CUST009034,2024-11-30,Card Purchase,Debit Card,Mobile App,7293.82,67.49,Completed
TXN00136780,CUST003581,2024-11-30,Cash Withdrawal,Debit Card,Mobile App,27515.99,366.38,Completed
TXN00137628,CUST001967,2024-11-30,Card Purchase,QR Payment,POS,8278.84,71.55,Completed
TXN00137931,CUST005345,2024-11-30,Card Purchase,Bank Transfer,POS,1511.39,12.18,Completed
TXN00137970,CUST005961,2024-11-30,Card Purchase,Credit Card,POS,6307.14,63.55,Completed
TXN00138088,CUST000136,2024-11-30,Bill Payment,Credit Card,Mobile App,6574.89,43.91,Completed
TXN00138282,CUST004353,2024-11-30,Mobile Top-up,Mobile Wallet,POS,11224.04,36.11,Completed
TXN00139116,CUST003221,2024-11-30,Card Purchase,Debit Card,ATM,3177.42,32.93,Completed
TXN00139500,CUST005332,2024-11-30,Card Purchase,Mobile Wallet,POS,4608.85,38.97,Completed
TXN00140579,CUST000335,2024-11-30,Bank Transfer,Debit Card,Mobile App,36065.4,111.9,Completed
TXN00140837,CUST004943,2024-11-30,Card Purchase,Debit Card,POS,6694.08,55.15,Completed
TXN00141102,CUST001744,2024-11-30,Card Purchase,QR Payment,ATM,8454.65,71.18,Completed
TXN00141300,CUST000292,2024-11-30,Bank Transfer,Credit Card,POS,62406.88,286.7,Completed
TXN00141984,CUST001833,2024-11-30,Bank Transfer,Mobile Wallet,Web,29724.71,93.95,Completed
TXN00142642,CUST010574,2024-11-30,Card Purchase,Credit Card,Mobile App,6021.98,57.07,Completed
TXN00143200,CUST009806,2024-11-30,Bill Payment,Bank Transfer,POS,5854.09,0.0,Reversed
TXN00143829,CUST004116,2024-11-30,Bank Transfer,Debit Card,POS,38265.74,157.31,Completed
TXN00144253,CUST010313,2024-11-30,Card Purchase,Mobile Wallet,Mobile App,8261.67,61.04,Completed
TXN00145284,CUST008553,2024-11-30,Online Payment,Credit Card,Mobile App,10788.01,114.79,Completed
TXN00146234,CUST009507,2024-11-30,Card Purchase,Bank Transfer,Mobile App,15007.22,108.09,Completed
TXN00146305,CUST000582,2024-11-30,Bank Transfer,Credit Card,Mobile App,36099.68,132.44,Completed
TXN00146431,CUST001178,2024-11-30,Bank Transfer,QR Payment,ATM,55565.03,191.07,Completed
TXN00001023,CUST004809,2024-12-01,Bank Transfer,Credit Card,Web,32508.14,140.88,Completed
TXN00001535,CUST005340,2024-12-01,Bank Transfer,Bank Transfer,POS,26830.28,95.6,Completed
TXN00002796,CUST011760,2024-12-01,Card Purchase,QR Payment,POS,5847.31,50.87,Completed
TXN00003082,CUST000151,2024-12-01,Bill Payment,Mobile Wallet,POS,5047.15,23.14,Completed
TXN00003135,CUST009014,2024-12-01,Card Purchase,Debit Card,ATM,7122.19,76.32,Completed
TXN00003170,CUST000529,2024-12-01,Bill Payment,Mobile Wallet,Branch,34082.34,209.64,Completed
TXN00003294,CUST010051,2024-12-01,Online Payment,Bank Transfer,Mobile App,18217.33,183.15,Completed
TXN00003490,CUST004557,2024-12-01,Cash Withdrawal,Mobile Wallet,Mobile App,7977.85,75.97,Completed
TXN00003559,CUST005395,2024-12-01,Card Purchase,Debit Card,Mobile App,6319.19,61.17,Completed
TXN00003917,CUST007302,2024-12-01,Cash Withdrawal,Debit Card,ATM,11500.29,124.2,Completed
TXN00007154,CUST011781,2024-12-01,Bank Transfer,Debit Card,Mobile App,60023.27,234.38,Completed
TXN00008283,CUST008279,2024-12-01,Card Purchase,Mobile Wallet,Web,3407.1,26.65,Completed
TXN00008314,CUST002096,2024-12-01,Bank Transfer,Bank Transfer,Web,45919.18,158.07,Completed
TXN00009102,CUST009533,2024-12-01,Bill Payment,Debit Card,Branch,6567.6,34.51,Completed
TXN00009374,CUST006500,2024-12-01,Bank Transfer,Bank Transfer,Mobile App,28335.66,131.0,Completed
TXN00010053,CUST010751,2024-12-01,Card Purchase,Debit Card,Mobile App,5042.12,34.06,Completed
TXN00011687,CUST008928,2024-12-01,Online Payment,Bank Transfer,Branch,26742.45,228.08,Completed
TXN00012354,CUST009073,2024-12-01,Card Purchase,Credit Card,POS,9016.83,66.5,Completed
TXN00013031,CUST011371,2024-12-01,Card Purchase,Debit Card,Web,2327.56,24.17,Completed
TXN00013241,CUST005041,2024-12-01,Card Purchase,Credit Card,ATM,5166.36,42.63,Completed
TXN00013816,CUST008143,2024-12-01,Card Purchase,Bank Transfer,Mobile App,7154.95,71.01,Completed
TXN00014624,CUST011476,2024-12-01,Card Purchase,Mobile Wallet,POS,29679.77,281.48,Completed
TXN00014975,CUST009056,2024-12-01,Bill Payment,Debit Card,Mobile App,2924.57,17.93,Completed
TXN00016213,CUST007308,2024-12-01,Online Payment,Credit Card,Web,8647.63,80.54,Completed
TXN00016419,CUST003936,2024-12-01,Online Payment,Bank Transfer,Mobile App,6441.94,62.33,Completed
TXN00017636,CUST004109,2024-12-01,Bill Payment,Credit Card,ATM,4714.69,21.32,Completed
TXN00018203,CUST008003,2024-12-01,Mobile Top-up,QR Payment,Mobile App,1398.57,4.89,Completed
TXN00018824,CUST010575,2024-12-01,Online Payment,Mobile Wallet,ATM,11272.82,98.33,Completed
TXN00019653,CUST001178,2024-12-01,Bill Payment,QR Payment,Mobile App,6166.34,43.99,Completed
TXN00021357,CUST002362,2024-12-01,Card Purchase,Debit Card,Mobile App,7157.07,65.48,Completed
TXN00021870,CUST002204,2024-12-01,Bank Transfer,Bank Transfer,Web,18502.2,57.94,Completed
TXN00022045,CUST006372,2024-12-01,Online Payment,QR Payment,ATM,22271.03,197.82,Completed
TXN00022660,CUST008059,2024-12-01,Online Payment,Credit Card,ATM,10161.68,96.87,Completed
TXN00023195,CUST009572,2024-12-01,Card Purchase,Mobile Wallet,Web,20943.12,195.56,Completed
TXN00023828,CUST003037,2024-12-01,Bank Transfer,Debit Card,Mobile App,27650.2,115.79,Completed
TXN00024588,CUST008833,2024-12-01,Cash Withdrawal,Debit Card,POS,6417.76,82.65,Completed
TXN00024830,CUST011505,2024-12-01,Mobile Top-up,Debit Card,ATM,7295.13,16.88,Completed
TXN00025813,CUST010279,2024-12-01,Card Purchase,Bank Transfer,Mobile App,15133.93,148.96,Completed
TXN00025857,CUST011842,2024-12-01,Bank Transfer,Credit Card,Mobile App,26049.79,95.66,Completed
TXN00026609,CUST010280,2024-12-01,Cash Withdrawal,QR Payment,POS,15432.21,142.44,Completed
TXN00027119,CUST011887,2024-12-01,Bank Transfer,Credit Card,Web,43196.69,144.02,Completed
TXN00027320,CUST000118,2024-12-01,Online Payment,Mobile Wallet,POS,3744.4,28.73,Completed
TXN00029424,CUST004526,2024-12-01,Card Purchase,Bank Transfer,POS,4172.01,40.51,Completed
TXN00031377,CUST011395,2024-12-01,Bank Transfer,Bank Transfer,ATM,77137.96,343.27,Completed
TXN00032623,CUST004206,2024-12-01,Bank Transfer,Bank Transfer,POS,37665.79,138.35,Completed
TXN00033421,CUST007452,2024-12-01,Mobile Top-up,Mobile Wallet,Mobile App,486.86,1.55,Completed
TXN00033479,CUST002397,2024-12-01,Bank Transfer,Bank Transfer,Mobile App,23658.25,93.08,Completed
TXN00033660,CUST009476,2024-12-01,Card Purchase,Bank Transfer,Mobile App,3510.0,28.89,Completed
TXN00034303,CUST003167,2024-12-01,Card Purchase,Mobile Wallet,POS,7866.51,70.16,Completed
TXN00034818,CUST011814,2024-12-01,Mobile Top-up,QR Payment,Mobile App,1204.16,4.17,Completed
TXN00035314,CUST011456,2024-12-01,Mobile Top-up,Bank Transfer,POS,1273.86,4.06,Completed
TXN00035490,CUST004645,2024-12-01,Bank Transfer,Bank Transfer,Branch,62617.44,227.66,Completed
TXN00036356,CUST000240,2024-12-01,Online Payment,Debit Card,Mobile App,8722.8,67.42,Completed
TXN00036936,CUST006579,2024-12-01,Mobile Top-up,Bank Transfer,Mobile App,2062.31,5.08,Completed
TXN00038138,CUST000768,2024-12-01,Bank Transfer,Debit Card,Mobile App,63871.71,255.59,Completed
TXN00038151,CUST003829,2024-12-01,Card Purchase,QR Payment,POS,4961.7,50.97,Completed
TXN00040653,CUST010856,2024-12-01,Card Purchase,Mobile Wallet,POS,2350.81,23.36,Completed
TXN00040689,CUST009611,2024-12-01,Bill Payment,Mobile Wallet,Mobile App,7811.3,43.27,Completed
TXN00040982,CUST004220,2024-12-01,Bank Transfer,Mobile Wallet,POS,19890.71,68.66,Completed
TXN00041166,CUST004648,2024-12-01,Bank Transfer,Mobile Wallet,Mobile App,40215.68,140.86,Completed
TXN00041173,CUST002473,2024-12-01,Bill Payment,Bank Transfer,Branch,1400.38,9.7,Completed
TXN00042589,CUST007273,2024-12-01,Bank Transfer,Debit Card,Mobile App,21240.62,88.44,Completed
TXN00042842,CUST000851,2024-12-01,Card Purchase,Debit Card,Mobile App,7835.58,63.07,Completed
TXN00043570,CUST001669,2024-12-01,Bill Payment,Credit Card,Mobile App,18139.43,99.09,Completed
TXN00044290,CUST008633,2024-12-01,Card Purchase,Credit Card,Mobile App,5289.63,41.55,Completed
TXN00045219,CUST006660,2024-12-01,Mobile Top-up,Debit Card,ATM,710.66,2.3,Completed
TXN00045608,CUST000072,2024-12-01,Card Purchase,Credit Card,Web,4628.95,34.2,Completed
TXN00046019,CUST004087,2024-12-01,Bill Payment,Bank Transfer,ATM,10995.27,76.8,Completed
TXN00046659,CUST008368,2024-12-01,Mobile Top-up,Debit Card,ATM,1576.72,5.0,Completed
TXN00047850,CUST004205,2024-12-01,Online Payment,Bank Transfer,Mobile App,9725.83,112.7,Completed
TXN00050158,CUST003317,2024-12-01,Card Purchase,Credit Card,POS,1985.7,16.8,Completed
TXN00050686,CUST007568,2024-12-01,Bill Payment,Debit Card,Mobile App,4691.35,26.37,Completed
TXN00050687,CUST010150,2024-12-01,Bank Transfer,Debit Card,Branch,15633.51,72.84,Completed
TXN00051243,CUST003271,2024-12-01,Online Payment,Mobile Wallet,Web,3194.36,33.26,Completed
TXN00052030,CUST000318,2024-12-01,Online Payment,Mobile Wallet,POS,2933.66,33.77,Completed
TXN00052069,CUST003932,2024-12-01,Bank Transfer,Mobile Wallet,Mobile App,35630.91,141.64,Completed
TXN00053127,CUST001139,2024-12-01,Cash Withdrawal,Debit Card,POS,19747.53,216.62,Completed
TXN00054098,CUST003620,2024-12-01,Card Purchase,Debit Card,Web,5835.8,42.28,Completed
TXN00055653,CUST000853,2024-12-01,Bill Payment,Debit Card,Mobile App,5051.07,31.97,Completed
TXN00055838,CUST002303,2024-12-01,Card Purchase,QR Payment,Web,2408.5,24.29,Completed
TXN00057474,CUST008957,2024-12-01,Bill Payment,Credit Card,Mobile App,3010.88,13.96,Completed
TXN00058379,CUST010000,2024-12-01,Mobile Top-up,Credit Card,Web,1442.15,4.12,Completed
TXN00058952,CUST009507,2024-12-01,Card Purchase,Bank Transfer,Mobile App,34423.47,342.78,Completed
TXN00060053,CUST002209,2024-12-01,Card Purchase,Debit Card,Mobile App,2062.91,15.82,Completed
TXN00061213,CUST003294,2024-12-01,Online Payment,Bank Transfer,Mobile App,8082.77,71.29,Completed
TXN00061596,CUST001039,2024-12-01,Bank Transfer,Bank Transfer,Mobile App,41669.33,144.67,Completed
TXN00062102,CUST004792,2024-12-01,Card Purchase,Bank Transfer,Web,2130.22,22.53,Completed
TXN00063874,CUST003268,2024-12-01,Card Purchase,Debit Card,Branch,6434.83,57.09,Completed
TXN00064925,CUST010691,2024-12-01,Cash Withdrawal,QR Payment,POS,7982.1,101.9,Completed
TXN00065606,CUST002854,2024-12-01,Bill Payment,Debit Card,Web,13915.34,92.85,Completed
TXN00065953,CUST011733,2024-12-01,Cash Withdrawal,QR Payment,ATM,5664.48,74.44,Completed
TXN00067032,CUST007406,2024-12-01,Bank Transfer,Debit Card,Mobile App,32710.19,140.54,Completed
TXN00067985,CUST000065,2024-12-01,Bank Transfer,Mobile Wallet,Mobile App,65125.01,310.79,Completed
TXN00068276,CUST005179,2024-12-01,Card Purchase,Credit Card,POS,8776.66,91.49,Completed
TXN00069657,CUST003473,2024-12-01,Bank Transfer,Mobile Wallet,Mobile App,39613.27,140.9,Completed
TXN00069886,CUST011082,2024-12-01,Card Purchase,Credit Card,Mobile App,3331.27,30.99,Completed
TXN00070176,CUST009131,2024-12-01,Bill Payment,Bank Transfer,POS,3083.1,21.38,Completed
TXN00071700,CUST000143,2024-12-01,Card Purchase,Credit Card,Mobile App,2179.45,20.19,Completed
TXN00071820,CUST003290,2024-12-01,Bank Transfer,Bank Transfer,Mobile App,12841.51,43.07,Completed
TXN00072422,CUST007525,2024-12-01,Bank Transfer,Debit Card,Web,15664.68,64.13,Completed
TXN00072798,CUST008497,2024-12-01,Mobile Top-up,Debit Card,Mobile App,6319.04,16.32,Completed
TXN00072915,CUST002807,2024-12-01,Card Purchase,Bank Transfer,ATM,10919.71,110.08,Completed
TXN00073397,CUST010112,2024-12-01,Card Purchase,Bank Transfer,Mobile App,21773.78,211.24,Completed
TXN00073786,CUST009663,2024-12-01,Cash Withdrawal,Credit Card,Mobile App,34769.94,352.6,Completed
TXN00073868,CUST002435,2024-12-01,Online Payment,Debit Card,ATM,5379.12,59.23,Completed
TXN00074148,CUST000434,2024-12-01,Card Purchase,Credit Card,POS,14076.43,121.24,Completed
TXN00074177,CUST004718,2024-12-01,Cash Withdrawal,Debit Card,POS,25507.24,307.28,Completed
TXN00074454,CUST005335,2024-12-01,Card Purchase,Bank Transfer,POS,8133.49,63.19,Completed
TXN00074565,CUST000994,2024-12-01,Cash Withdrawal,Mobile Wallet,Mobile App,16962.97,234.57,Completed
TXN00077412,CUST004362,2024-12-01,Card Purchase,Credit Card,Mobile App,28075.63,240.53,Completed
TXN00077539,CUST003891,2024-12-01,Cash Withdrawal,Debit Card,Mobile App,3288.38,34.84,Completed
TXN00077592,CUST006945,2024-12-01,Cash Withdrawal,Credit Card,POS,5329.76,49.9,Completed
TXN00079677,CUST006094,2024-12-01,Card Purchase,Mobile Wallet,Mobile App,4738.32,47.87,Completed
TXN00080612,CUST004246,2024-12-01,Bank Transfer,Credit Card,ATM,32290.16,99.05,Completed
TXN00081476,CUST010325,2024-12-01,Mobile Top-up,Mobile Wallet,Mobile App,8746.0,29.25,Completed
TXN00081488,CUST000447,2024-12-01,Card Purchase,Debit Card,POS,8804.7,74.28,Completed
TXN00083066,CUST010792,2024-12-01,Online Payment,Debit Card,Web,18512.16,205.04,Completed
TXN00083430,CUST011093,2024-12-01,Card Purchase,Bank Transfer,Web,12391.91,114.91,Completed
TXN00084088,CUST006405,2024-12-01,Online Payment,Bank Transfer,POS,8262.98,77.39,Completed
TXN00084518,CUST006735,2024-12-01,Online Payment,Mobile Wallet,Branch,30061.08,267.12,Completed
TXN00084772,CUST008967,2024-12-01,Bill Payment,Debit Card,POS,10931.74,62.66,Completed
TXN00085756,CUST005237,2024-12-01,Online Payment,Bank Transfer,POS,17933.64,209.62,Completed
TXN00086656,CUST008534,2024-12-01,Cash Withdrawal,Mobile Wallet,Mobile App,9151.74,94.24,Completed
TXN00086754,CUST001013,2024-12-01,Card Purchase,QR Payment,POS,9731.57,73.35,Completed
TXN00088179,CUST010070,2024-12-01,Bank Transfer,Mobile Wallet,Mobile App,20667.02,79.94,Completed
TXN00088391,CUST004126,2024-12-01,Bank Transfer,Credit Card,Branch,17655.71,83.59,Completed
TXN00088706,CUST008149,2024-12-01,Card Purchase,Credit Card,Mobile App,3170.72,25.52,Completed
TXN00089490,CUST006405,2024-12-01,Bill Payment,Mobile Wallet,Mobile App,12304.03,64.29,Completed
TXN00092851,CUST007320,2024-12-01,Mobile Top-up,Credit Card,POS,7247.82,19.02,Completed
TXN00095468,CUST000151,2024-12-01,Online Payment,QR Payment,POS,6081.1,51.8,Completed
TXN00096405,CUST010752,2024-12-01,Bill Payment,Mobile Wallet,Mobile App,3948.46,0.0,Reversed
TXN00096971,CUST008932,2024-12-01,Bank Transfer,Credit Card,POS,4346.63,19.47,Completed
TXN00097274,CUST004050,2024-12-01,Online Payment,Mobile Wallet,Branch,4943.56,47.11,Completed
TXN00097935,CUST004173,2024-12-01,Online Payment,Bank Transfer,Mobile App,36418.28,292.79,Completed
TXN00098052,CUST001064,2024-12-01,Cash Withdrawal,Credit Card,Mobile App,14896.36,189.17,Completed
TXN00099572,CUST011595,2024-12-01,Bank Transfer,Mobile Wallet,Web,52086.25,160.83,Completed
TXN00099671,CUST001640,2024-12-01,Online Payment,Bank Transfer,Web,5556.26,58.09,Completed
TXN00099853,CUST003362,2024-12-01,Bill Payment,Debit Card,POS,9817.6,57.78,Completed
TXN00100438,CUST006515,2024-12-01,Bill Payment,Bank Transfer,Mobile App,6364.34,43.87,Completed
TXN00103957,CUST003182,2024-12-01,Card Purchase,Mobile Wallet,ATM,2326.14,23.96,Completed
TXN00104321,CUST007348,2024-12-01,Mobile Top-up,Mobile Wallet,ATM,3088.6,11.08,Completed
TXN00105000,CUST003873,2024-12-01,Card Purchase,Mobile Wallet,Mobile App,5129.1,37.58,Completed
TXN00106714,CUST004401,2024-12-01,Card Purchase,Debit Card,Mobile App,13456.39,126.28,Completed
TXN00107373,CUST001859,2024-12-01,Online Payment,Debit Card,Mobile App,7658.68,67.55,Completed
TXN00107497,CUST003330,2024-12-01,Bank Transfer,QR Payment,Mobile App,18692.73,64.8,Completed
TXN00108771,CUST008019,2024-12-01,Bill Payment,Debit Card,Web,5398.85,32.3,Completed
TXN00109021,CUST000434,2024-12-01,Mobile Top-up,Debit Card,Web,4400.32,10.1,Completed
TXN00110493,CUST008261,2024-12-01,Cash Withdrawal,Bank Transfer,Mobile App,18028.23,220.58,Completed
TXN00110518,CUST010250,2024-12-01,Bill Payment,Bank Transfer,ATM,5588.22,36.95,Completed
TXN00110522,CUST004204,2024-12-01,Cash Withdrawal,Mobile Wallet,Mobile App,10867.74,129.71,Completed
TXN00112653,CUST007863,2024-12-01,Bank Transfer,Bank Transfer,Mobile App,24385.39,101.55,Completed
TXN00113438,CUST011579,2024-12-01,Card Purchase,Credit Card,Web,9235.24,81.32,Completed
TXN00116298,CUST007896,2024-12-01,Mobile Top-up,QR Payment,Mobile App,2751.99,0.0,Failed
TXN00117316,CUST006476,2024-12-01,Online Payment,Mobile Wallet,Mobile App,25763.97,205.31,Completed
TXN00118106,CUST001847,2024-12-01,Cash Withdrawal,Credit Card,ATM,12925.02,163.16,Completed
TXN00118506,CUST006736,2024-12-01,Online Payment,Mobile Wallet,Branch,7253.44,69.02,Completed
TXN00120550,CUST005691,2024-12-01,Card Purchase,Bank Transfer,Mobile App,7817.42,82.95,Completed
TXN00121380,CUST007655,2024-12-01,Card Purchase,Bank Transfer,Web,17309.87,125.76,Completed
TXN00122541,CUST006046,2024-12-01,Online Payment,Debit Card,Web,3307.32,39.27,Completed
TXN00122662,CUST004035,2024-12-01,Bill Payment,Credit Card,Mobile App,2608.38,18.02,Completed
TXN00122674,CUST005853,2024-12-01,Bank Transfer,Mobile Wallet,Mobile App,35624.47,130.99,Completed
TXN00122724,CUST011867,2024-12-01,Online Payment,Mobile Wallet,POS,11602.31,88.77,Completed
TXN00124105,CUST008814,2024-12-01,Bank Transfer,QR Payment,Mobile App,25230.77,83.55,Completed
TXN00124535,CUST005335,2024-12-01,Online Payment,Debit Card,Branch,3839.41,44.03,Completed
TXN00126053,CUST011424,2024-12-01,Card Purchase,Debit Card,Web,2213.14,18.2,Completed
TXN00126321,CUST007694,2024-12-01,Card Purchase,Mobile Wallet,ATM,5550.8,51.04,Completed
TXN00127685,CUST002140,2024-12-01,Bank Transfer,Mobile Wallet,Mobile App,59299.73,234.3,Completed
